fname,rname,avail,maxLimit,price
Banh khot,Taqueria,110,110,4.5
Yakitori,Royal Buffet,100,100,11.0
Tofu,Panera Bread,110,110,3.5
Chicken rice,Fallguys Burger Company,90,90,6.5
Naan,Wingstreet,80,80,3.5
Soba,King Grill,70,70,7.5
Gogigui,KFC / A&W,110,110,7.5
Spicy stir fried octopus,Kum & Go,70,70,12.0
Sundubu jjigae,DQ Grill & Chill / Orange Julius,20,20,10.5
Ga tan,China Buddha Inn II,20,20,11.5
Guacamole,Quiznos,110,110,7.5
Bakso,Mazatlan Mexican Restaurant,90,90,10.5
Ramen,Tommy's Sub Shop,60,60,9.5
Chicken galangal soup,Cook Out,80,80,3.5
Enchiladas,Fallguys Burger Company,70,70,11.0
Dim sum,Chick-fil-A,60,60,7.5
Macaroni and Cheese,Long John Silver's / A&W,110,110,6.5
Bakso,Carl's Jr. / Green Burrito,80,80,9.0
Cantonese chicken soup,Wendy Two Two Eight,70,70,11.0
Doughnut,Bills Place,100,100,4.0
Ramyeon,Shloma Inc,60,60,5.5
Chiles en nogada,Woody's Sloppy Dogs,60,60,4.5
Cantonese chicken soup,Chicken Express,50,50,7.0
Chicken galangal soup,Papagus Gyros,40,40,5.0
Curry fish head,Jack's,40,40,11.5
Sushi,Spangles,50,50,11.0
Korma,Quick,30,30,7.5
Spicy stir fried octopus,A&W All-American Food,70,70,7.5
Dim sum,Rallys,100,100,11.0
Banh khot,Papa John’s Pizza,30,30,6.0
Korma,Wienerschnitzel,20,20,4.0
Thai hanglay curry,Jamjam,80,80,4.0
Spaghetti Carbonara,Popeye's,60,60,9.5
Fish kidney curry,Cusinera,110,110,10.0
Chicken wings,Wendy's,70,70,9.0
Soto,Topper's Pizza,90,90,8.0
Polenta,In-A-Tub,80,80,9.5
Ramen,Elevation Burger,90,90,7.5
Chole,Bob Evans,70,70,11.5
Spaghetti Bolognese,St Louis Original Hamburgers,30,30,10.5
Pork bulgogi,Burger King Salou,100,100,9.5
Papdi chaat,Jersey Mike's Subs,70,70,3.5
Pork bulgogi,Lime Ricky World,20,20,5.5
Cheeseburger,Milo's Hamburgers,60,60,5.5
Rau muong,Tommy's Sub Shop,30,30,4.5
Oyster omelette,Hot Dog on a Stick,30,30,5.5
Chicken with chestnuts,Garden Fast Food,80,80,6.0
Chicken rice,Firehouse Subs,60,60,8.5
Sushi,Capriotti's Sandwich Shop,110,110,11.5
Murg makhani,Panda Express,30,30,7.5
Kimchi,Wingstop,60,60,8.5
Cheeseburger,Long John Silvers / A&W,20,20,5.5
Chicken rice,Ball State Lafollette Dining,60,60,5.5
Spaghetti Bolognese,Wings N' More Wings,20,20,10.0
Szechwan chilli chicken,Subway Citgo of Quarryville,90,90,11.0
Ga tan,Regal Cinemas Tikahtnu  16 IMAX & RPX,20,20,12.0
Rawon,In-A-Tub,100,100,5.0
Hot and sour soup,Lukes on Harlem,80,80,3.0
Szechwan chilli chicken,Samurai Sam's,30,30,11.5
Mole,Foster's Freeze,60,60,6.0
Banh khot,Pita Pit,80,80,7.0
Chilaquiles,The Honeybaked Ham Company,80,80,7.5
Boiled vegetable soup,McDonalds @ Old Atlanta,50,50,6.0
Tempura,Papa Johns,30,30,4.0
Doughnut,Luby's,80,80,7.5
Chicken wings,Mc Donalds,50,50,3.0
Oyster omelette,Chick-fil-A,50,50,4.5
Tempura,El Paragua Restaurant,90,90,9.0
Bakso,P. Terry's,60,60,5.0
Bottarga,Char-Grill,70,70,3.0
Curry fish head,Mayfair Boardwalk Grill,30,30,7.5
Stir fried tofu with rice,Five Guys,80,80,6.5
Noodles,Tropical Smoothie Cafe,70,70,4.0
Polenta,Kfc,20,20,4.0
Laksa,Chick-fil-a,20,20,4.0
Ossobuco,Crystal Restaurant,90,90,7.5
Chicken tikka masala,Quizno's +,80,80,5.0
Chicken rice,Sunrise Cafe,60,60,3.5
Udon,Northeastern State University,100,100,11.0
Bibimbap,Petro's Chili & Chips,50,50,10.0
Hot and sour soup,Papa John's,50,50,5.0
Fried carrot cake,Cousins Subs,20,20,9.0
Rawon,Cook-Out,40,40,7.0
Chiles en nogada,Greyhound,40,40,6.5
Tofu,Chicago Union Station Food Court,80,80,5.0
Gado gado,Ll Hawaiian Barbecue,50,50,7.5
Tempura,Cookout,60,60,11.0
Ramyeon,Smoothie King,90,90,10.0
Guacamole,Steak 'n Shake,20,20,4.5
Spaghetti Bolognese,Jacks Grocery,70,70,8.0
Pozole,Taco Bueno,90,90,3.5
Pork bulgogi,Carl's Jr - Green Burrito,30,30,5.0
Korma,Nathan's Famous,110,110,5.0
Spaghetti Bolognese,Jim Bob's Chicken Fingers,40,40,7.5
Cha ca,Burger's Landing,60,60,4.0
Wanton mee,Runza,30,30,7.5
Goi cuon,Mcdonalds,30,30,9.5
Lasagna,Dan's Seafood & Chicken,90,90,8.0
Sate,Madison Street Subs,40,40,5.0
Sundubu jjigae,JCW's,20,20,11.5
Hokkien prawn mee,Fresh City,80,80,3.0
Hot and sour soup,Quiznos,80,80,10.5
Hokkien prawn mee,Blimpie,40,40,4.0
Vegetable fried rice,Tina's Carryout Restaurant,100,100,7.0
Hokkien prawn mee,Pei Wei,50,50,4.5
Rujak cingur,Grandy's,70,70,7.5
Dim sum,Sonic Drive-in,70,70,7.0
Bakso,Isabella's Pizzeria,100,100,10.5
Isaan soup,Pei Wei,50,50,11.0
Bibimbap,Captain D's Seafood,20,20,6.5
Cha ca,Kenny's Drive-In,90,90,10.5
Chilaquiles,Lime Ricky World,90,90,8.5
Wanton mee,Wings N' More Wings,20,20,4.0
Wanton mee,Ama Ristorante,70,70,5.5
Szechwan chilli chicken,A&W Restaurant,20,20,8.5
Udon,Lee's Famous Recipe Chicken,90,90,9.5
Tacos al pastor,Shoney's on the Go,30,30,6.0
Sundubu jjigae,Thrashers French Fries,100,100,5.0
Wanton mee,Your Healthy Habit,40,40,8.0
Ossobuco,Char-Grill,50,50,5.5
Chicken rice,Hardee's / Red Burrito / Dough Boys,110,110,11.5
Bak kut teh,Jimmy Johns,40,40,4.0
Goi cuon,Braum's Ice Cream & Dairy Store,20,20,6.0
Spicy stir fried octopus,Seaside Eatery,70,70,11.5
Samgyeopsal,Chick-fil-a Truett's Luau,70,70,5.0
Cao lau,Hoka Hoka Bento,50,50,11.5
Murg makhani,Hoka Hoka Bento,70,70,6.5
Sundubu jjigae,Roly Poly,110,110,7.5
Fried carrot cake,Integrated Therapy Specialists: Arnold D Larson,50,50,4.5
Chicken galangal soup,Hardees,100,100,4.5
Cao lau,Redbox,60,60,7.5
Bhajji,Port Of Subs,30,30,10.0
Boiled vegetable soup,Tropical Smoothie Cafe,30,30,9.5
Ayam penyet,Jacks Grocery,30,30,4.0
Chicken galangal soup,McDonalds,90,90,8.5
Chicken rice,Long John Silver/ A&W,90,90,6.5
Thai hanglay curry,Little Caesar's Pizza Smithfield,100,100,11.5
Cheeseburger,South-A-Philly Steaks and Hoagies,70,70,7.5
Bun bo hue,Sonic Drive In,20,20,8.5
Chilaquiles,Travelcenters of America,30,30,11.5
Tacos al pastor,Chick-fil-a Superstition Springs Center,60,60,8.0
Chilaquiles,Simmies Arirang Hill Cheese Steak,20,20,11.5
Curry fish head,Qdoba Mexican Grill,60,60,5.5
Chilaquiles,Bob Evans,40,40,4.0
Bibimbap,City Bites,30,30,7.0
Oyster omelette,Spangle's,70,70,5.0
Udon,Food 4 Less,60,60,12.0
Beef rendang,Golden Chick,90,90,8.5
Korma,Bills Place,40,40,12.0
Tandoori chicken,Boston Market,60,60,4.0
Donburi,Chris' Drive-In,100,100,7.5
Banh khot,DQ Grill & Chill / Orange Julius,50,50,12.0
Ramen,King Grill,50,50,7.0
Ribollita,Capriotti's Sandwich Shop,50,50,7.0
Spaghetti Carbonara,Dual - Carls / Grn Burrito 1100654,80,80,4.5
Macaroni and Cheese,Chuck Wagon,80,80,11.5
French fries,Lukes on Harlem,100,100,9.0
Chiles en nogada,Kettle Restaurant,30,30,7.5
Bakso,LocoL,90,90,7.5
Tacos al pastor,Furr's,80,80,3.0
Ossobuco,Carl's / Green Burrito,80,80,9.5
Pizza,Boston Market 381,50,50,9.0
Pork bulgogi,Pizza Primetime,110,110,11.5
Donburi,Chicken Express,70,70,12.0
Bottarga,Dino's Gyros,60,60,7.5
Nem ran,Foster's Freeze,50,50,11.5
Banh khot,St Louis Original Hamburgers,70,70,6.0
Tostadas,The Pita Pit,40,40,8.0
Hash browns,JCW's,40,40,5.0
Paratha,Taco Delight,100,100,4.5
Rau muong,A&W Restaurant,100,100,6.0
Ga tan,Pollo Campero,90,90,7.0
Nem ran,Froots,110,110,10.5
Nasi goreng,Cinnabon,40,40,3.0
Chocolate chip cookie,Royal Buffet,80,80,6.0
Bhajji,Frugal's,90,90,5.0
Chicken tikka masala,Simmies Arirang Hill Cheese Steak,80,80,3.0
Cheeseburger,Checkers Burgers and Fries,70,70,4.5
Sushi,Good Times Burgers & Frozen Custard,70,70,10.0
Chicken wings,Slim Chickens,50,50,4.0
Risotto,Kum & Go,60,60,10.5
Thai hanglay curry,Bojangles' Famous Chicken 'n Biscuits,40,40,10.0
Cheeseburger,In-A-Tub,20,20,10.0
Soba,Royal Buffet,40,40,7.5
Bun bo hue,Church's Chicken,80,80,5.5
Hokkien prawn mee,Waffle House,90,90,11.0
Chole,Cypress Best,100,100,3.5
Spaghetti Bolognese,Braum's Ice Cream & Dairy Store,50,50,5.0
Soto,The Break Away Sports Cafe,90,90,5.0
Chicken tikka masala,Teddy's Bigger Burgers,70,70,12.0
Bottarga,Lime Ricky World,50,50,11.0
Apple pie,Mr Hero,100,100,11.5
Sate,Kum & Go,70,70,5.0
Yakitori,Golden Chick,110,110,3.0
Pork bulgogi,Dairy Freeze,20,20,5.5
Fried chicken,Krystal,70,70,6.0
Banh xeo,Dan's Seafood & Chicken,40,40,5.5
Coconut milk curry,Tubby's Grilled Submarines,70,70,8.5
Kaya toast,Islands Restaurant,30,30,7.5
Goi cuon,Cafe Rio,110,110,8.0
Kaya toast,Boston Market 381,70,70,11.0
Tostadas,Paesano's,30,30,9.0
Paratha,Charcoal Delights,50,50,5.5
Tamales,Sammy Carry-Out,30,30,11.0
Kimchi,Chipotle Mexican Grill,40,40,5.0
Tostadas,Sonic Drive-In,20,20,6.0
Mole,Arby's,110,110,8.0
Murg makhani,Carl's Jr - Green Burrito,70,70,9.0
Spaghetti Bolognese,Samurai Sam's,110,110,3.5
Naan,Bamboo Bistro,40,40,8.0
Bak chor mee,Wendy's,110,110,11.0
Ribollita,L&l Hawaiian Barbecue,90,90,3.0
Green curry chicken,Bb&t,40,40,3.0
Boiled vegetable soup,Chick-fil-a Truett's Luau,110,110,9.5
Fried chicken,Cherry Hill Drive In Ice Cream,20,20,4.0
Spaghetti Bolognese,Captain D's,80,80,6.5
Chocolate chip cookie,TacoTime,60,60,11.5
Curry fish head,Qdoba Mexican Eats,100,100,7.0
Bun bo hue,Don & Millie's,100,100,10.5
Beef rendang,Lanesplitter Pizza & Pub,100,100,9.5
Chicken galangal soup,Luby's,100,100,9.0
Spaghetti Aglio Olio,Bamboo Bistro,50,50,9.0
Tom yum goong,L&l Hawaiian Barbecue,90,90,12.0
Fried carrot cake,Greyhound,50,50,10.0
Ga tan,Little Caesar's Pizza Smithfield,80,80,12.0
Gado gado,QDOBA Mexican Eats,50,50,8.0
Sundubu jjigae,Mc Donald's,20,20,3.0
Chiles en nogada,Pizza Factory,50,50,6.5
Korma,Subway Sandwiches,40,40,9.0
Bibimbap,Dairy Isle,40,40,7.0
Sundubu jjigae,Jamba Juice,60,60,5.0
Doughnut,Rubio's,50,50,4.0
Rujak cingur,Pollo Campero,40,40,7.0
Pozole,Pizza Primetime,80,80,11.5
Sour soup,Ben & Jerry's,110,110,6.0
Fish stew,7-Eleven,50,50,9.0
Ramyeon,Jimmy John's Gourmet Sandwiches,110,110,3.0
Donburi,Wings N' More Wings,50,50,7.0
Lasagna,Stripes Store #2276,80,80,8.5
Gogigui,Comilao Lanches Bakery,50,50,4.0
Ramen,Mcdonalds,40,40,11.0
Donburi,Kfc - Kentucky Fried Chicken,50,50,7.5
Enchiladas,Maria's Fry Bread & Mexican Food,100,100,7.0
Banh xeo,Sbarro,110,110,7.0
Fried carrot cake,Tudor's Biscuit World,30,30,11.5
Sundubu jjigae,Qdoba Mexican Eats,30,30,3.0
Tempura,The Halal Guys,80,80,7.5
Bak chor mee,Hoka Hoka Bento,70,70,8.5
Nem ran,Hermosa,50,50,10.0
Szechwan chilli chicken,Red Robin Gourmet Burgers,60,60,5.5
Guacamole,Rancher's Roast Beef Inc.,50,50,12.0
Papdi chaat,Tasty Carryout,20,20,5.5
Enchiladas,Qdoba Mexican Grill,40,40,5.0
Fish stew,Taco Casa,70,70,11.5
Ribollita,Kerby's Koney Island,110,110,3.0
Naan,Tom & Jerry's,50,50,10.5
Sichuan pork,Rally's Hamburgers,50,50,12.0
Chole,Quiznos,90,90,4.0
Tamales,Lion's Choice,30,30,8.5
Elote,Popeye's,60,60,7.5
Sashimi,Wendys,40,40,8.5
Korma,Peking Wok,70,70,12.0
Bak kut teh,Jamba Juice,80,80,7.5
Szechwan chilli chicken,McDonalds @ Old Atlanta,50,50,9.5
Samgyeopsal,The Honeybaked Ham Company,40,40,7.0
Cao lau,Thrashers French Fries,70,70,6.0
Tacos al pastor,Custard Hut & Pizza,30,30,8.5
Samgyeopsal,Shot Tower Inn,80,80,10.5
Paratha,Mr Hero,20,20,11.5
Chicken wings,Redbox,80,80,6.0
Green curry chicken,Richie's Restaurant,100,100,5.0
Bottarga,Farmer Boys,110,110,5.0
Sashimi,Cinnabon,80,80,10.0
Ayam goreng,Boston Market 381,70,70,11.0
Thai hanglay curry,Pizza Primetime,80,80,12.0
Mole,Cousins Subs of Green Bay - Oneida St. & Ramada Way,60,60,3.5
Pork bulgogi,China King,60,60,8.5
Udon,Saladworks,110,110,10.5
Pozole,Kum Go,60,60,8.0
Gado gado,Chicken House,60,60,8.0
Chiles en nogada,Luxor Food Court,110,110,9.5
Gogigui,Checkers Burgers and Fries,80,80,8.5
Coconut milk curry,Carls Jr. / Green Burrito,90,90,3.0
Boiled vegetable soup,Rally's Springfield,80,80,5.5
Soba,Popeye's Louisiana Kitchen,90,90,6.5
Macaroni and Cheese,Subway - Bell's Ferry,40,40,8.5
Rujak cingur,Redbox,30,30,12.0
Hokkien prawn mee,Rush's,30,30,10.5
Tofu,Old Country Buffet,50,50,4.5
Chocolate chip cookie,Jack Pirtles Chicken,40,40,10.0
Bak chor mee,Food 4 Less,80,80,9.0
Szechwan chilli chicken,Dewey's Pizza,20,20,5.5
Pozole,Qdoba Mexican Grill,110,110,9.5
Tofu,Dairy Queen Grill & Chill / Orange Julius,50,50,9.0
Rawon,Popeyes Chicken and Biscuits,90,90,7.5
Palak paneer,Long John Silver/ A&W,110,110,4.5
Guacamole,7-Eleven,110,110,10.0
Pho,Vista Drive In,90,90,6.0
Murg makhani,Windmill Gourmet Fast Foods,30,30,10.5
Ossobuco,Krystal,50,50,8.5
Bottarga,Alice's,30,30,3.0
Sundubu jjigae,Char-Grill,70,70,7.0
Ramyeon,Hardees,90,90,6.0
Tempura,Burgerville,70,70,6.0
Polenta,Waffle House,50,50,5.5
Sashimi,Kum Go,100,100,3.0
Bhajji,Blimpie,80,80,5.0
Noodles,Chicken House,100,100,6.5
Pozole,Hegenburgers,90,90,5.5
Bak chor mee,Cook-Out,50,50,11.0
Soto,D'Angelo Grilled Sandwiches,40,40,5.5
Tandoori chicken,Captain D's,60,60,5.5
Ayam penyet,Taco Local,100,100,10.5
Hokkien prawn mee,QDOBA Mexican Eats,90,90,10.5
Ayam goreng,Baja Fresh Mexican Grill,50,50,4.0
Spaghetti Carbonara,Tellers Tap Room & Kitchen,90,90,9.0
Boiled vegetable soup,Tommy's Sub Shop,60,60,7.0
Cao lau,Scoopers,80,80,3.0
Rau muong,Jamba Juice,70,70,11.5
Udon,Garden Fast Food,110,110,5.5
Nem ran,Pal's Sudden Service,20,20,5.0
Chicken with chestnuts,Pacific Rim,50,50,5.5
Yakitori,White Castle,50,50,8.5
Banh khot,Skyline Chili,40,40,11.5
Bak chor mee,Lee's Famous Recipe Chicken,30,30,7.5
Fish stew,Subway,100,100,5.5
Nem ran,Kennedy Fried Chicken & Pizza,50,50,3.0
Sashimi,Scoopers,80,80,7.5
Chocolate chip cookie,Burger's Landing,30,30,7.0
Naan,Fresh City,30,30,8.5
Soto,Moe's Southwest Grill,90,90,5.5
Udon,King Grill,20,20,7.0
Spaghetti Carbonara,Kings Contrivance Jewelers,60,60,4.0
Tandoori chicken,Dairy Queen - Round Rock,60,60,8.5
Macaroni and Cheese,SONIC Drive In,100,100,3.0
Hash browns,TacoTime,20,20,6.0
Spaghetti Bolognese,The Biscuit Factory,60,60,3.5
Apple pie,Checkers,90,90,6.5
Risotto,Mariu Kebabberia Gastronomica,70,70,10.0
Ga tan,Kum & Go,30,30,8.0
Coconut milk curry,El Tarasco Mexican Food,50,50,5.5
Yakitori,Bob Evans,70,70,4.0
Chocolate chip cookie,Cousins Subs,60,60,4.0
Cha ca,Sonic Drive-in (trailer),60,60,7.5
Steak,Kum Go,90,90,11.5
Elote,Arctic Circle,30,30,3.0
Thai hanglay curry,Sammy Carry-Out,60,60,3.5
Isaan soup,Convergence Zone,40,40,5.0
Soto,Kfc - Kentucky Fried Chicken,50,50,5.5
Ramyeon,A&W All-American Food,100,100,10.0
Pizza,Isabella's Pizzeria,40,40,10.0
Gado gado,Panera Bread,60,60,5.0
Chole,Ny Chicken Fish,50,50,12.0
Macaroni and Cheese,Petro's Chili & Chips,110,110,6.0
Hash browns,Pizza Express,70,70,6.0
Cheeseburger,Chick-fil-a Superstition Springs Center,110,110,10.0
Paratha,Kerby's Koney Island,110,110,5.5
Chole,Hardee's / Red Burrito,60,60,8.0
Chicken with chestnuts,Hardee's,100,100,9.5
Steak,Wings And Philly,70,70,9.0
Bakso,Tom & Jerry's,110,110,7.5
Enchiladas,Slim Chickens,50,50,10.0
Spaghetti Bolognese,Rubio's,100,100,12.0
Bibimbap,The Flame Broiler,70,70,10.0
Ramyeon,Tom & Jerry's,40,40,3.5
Ribollita,Taco Casa,50,50,7.5
Spring rolls,Hermosa,90,90,12.0
Banh xeo,Mr. Hero,70,70,7.0
Spaghetti Bolognese,Cook-Out,30,30,11.0
Tostadas,Carl's Jr - Green Burrito,110,110,4.0
Palak paneer,Great Steak And Potato Co,30,30,8.0
Rawon,Papa John’s Pizza,60,60,7.0
Ramen,Burger's Landing,90,90,11.0
Mole,Lee's Oriental Martial Arts,20,20,12.0
Ramen,Foster's Freeze,100,100,5.5
Rau muong,Checkers,60,60,8.5
Banh xeo,Richie's Restaurant,40,40,12.0
Rawon,Jack's,50,50,11.0
Chiles en nogada,Elevation Burger,70,70,3.5
Bhajji,Famous Dave's,50,50,10.0
Spaghetti Aglio Olio,Saladworks,100,100,9.0
Oyster omelette,Garden Fast Food,80,80,4.5
Mole,White Castle,60,60,6.5
Sate,Hub City Express,110,110,9.5
Donburi,Checker's,100,100,10.5
Enchiladas,McDonalds,50,50,9.5
Hot and sour soup,Taco Bell/Pizza Hut Express,50,50,7.0
Bibimbap,Steak 'n Shake,30,30,8.5
Mole,Sonic Drive In,70,70,7.0
Rau muong,Rally's,20,20,11.5
Cheeseburger,Popeye's Chicken & Biscuits,40,40,12.0
Tempura,Everest,90,90,3.0
Spaghetti Carbonara,Red Robin Gourmet Burgers,70,70,3.5
Nem ran,Dairy Queen - Round Rock,70,70,11.0
Bak kut teh,Quiznos Sub,70,70,7.0
Chilaquiles,Foster's Freeze,100,100,11.5
Chicken with chestnuts,Travelcenters of America,40,40,11.5
Noodles,World Wrapps,90,90,5.0
Szechwan chilli chicken,Mcalister's Deli,70,70,7.0
Doughnut,Custard Hut & Pizza,60,60,7.0
Donburi,Gabby's Burgers & Fries,40,40,9.0
Elote,Toppers Pizza,40,40,8.0
Nem ran,Backyard Burgers,20,20,11.0
Murg makhani,Cookout,30,30,7.5
Sour soup,Carl's / Green Burrito,80,80,11.5
Doughnut,Burger Time,80,80,10.0
Sushi,Samurai Sam's,50,50,4.5
Cao lau,Blake's LotaBurger,80,80,11.5
Rawon,The Chicken Place,30,30,3.5
Fish kidney curry,Subway - Roland Park,110,110,5.5
Ramyeon,Samurai Sam's,70,70,11.0
Banh xeo,Braum's Ice Cream & Dairy Store,90,90,11.5
Fish kidney curry,Pizza Primetime,110,110,12.0
Kimchi,Sconecutter,50,50,7.0
Coconut milk curry,Farmer Boys,20,20,8.0
Pork bulgogi,Taco Bell,60,60,3.5
Hash browns,Pizza Hut,60,60,9.0
Beef rendang,Cousins Subs,80,80,4.0
Ayam goreng,Fresh City,40,40,8.5
Sate,Rush's,60,60,8.5
Soba,Roly Poly,110,110,4.0
Isaan soup,Kam's Chop Suey,20,20,9.5
Yakitori,Sonic Drive-in,80,80,4.5
Pork bulgogi,Jack in the Box,70,70,5.0
Sundubu jjigae,World Wrapps,50,50,3.5
Beef rendang,Kentucky Fried Chicken,60,60,9.0
Gogigui,Mcdonald's - Walmart,50,50,12.0
Kimchi stew,Fazoli's,90,90,12.0
Enchiladas,Mcdonald's,40,40,7.5
Cao lau,Jamjam,60,60,10.0
Chicken with chestnuts,Loco Moco Drive-Inn,110,110,6.5
Sashimi,Omega Drive-In,100,100,8.0
Elote,Maria's Fry Bread & Mexican Food,30,30,5.0
Risotto,Tom's Drive In,70,70,5.5
Apple pie,Your Healthy Habit,50,50,10.0
Hash browns,Strongwater Spirits & Botanicals,80,80,8.0
Tempura,China King Restaurant,60,60,3.5
Macaroni and Cheese,Mazatlan Mexican Restaurant,40,40,7.0
Bak kut teh,Krystal,80,80,4.0
Chiles en nogada,Auntie Anne's,30,30,8.0
Ribollita,Krystal,30,30,6.0
Spaghetti Bolognese,Rich's Mighty Fine Burgers Grub,60,60,4.0
Spaghetti Carbonara,Cafe Rio,40,40,10.5
Ossobuco,Good Times Burgers & Frozen Custard,80,80,5.5
Naan,The Pizza Pipe Line,20,20,11.5
Ramen,Carl's / Green Burrito,30,30,12.0
Tom yum goong,Rahway Chicken & Burger Inc,30,30,6.0
Nem ran,Wendy Two Two Eight,70,70,11.0
Soto,Pete's Burgers,60,60,10.0
Udon,Smashburger,100,100,11.5
Murg makhani,Dawg House Grill,60,60,12.0
Sashimi,Ball State Lafollette Dining,20,20,12.0
Fried carrot cake,Rush's,30,30,3.5
Kimchi stew,El Tarasco Mexican Food,40,40,6.5
Chicken with chestnuts,Original Tracks,110,110,8.5
Hokkien prawn mee,Krystal,110,110,3.0
Paratha,SUBWAY®,20,20,10.0
Sashimi,Rush's,30,30,6.5
Mole,Checker's,20,20,9.5
Spaghetti Carbonara,Taco Casa,90,90,5.0
Soba,Jimmy John's,60,60,7.0
Samgyeopsal,Sonic Drive-in,20,20,4.5
Elote,Subway - Roland Park,80,80,11.0
Nem ran,Arbys,20,20,5.5
Bakso,Fatburger,80,80,5.0
Rujak cingur,D'angelo Grilled Sandwiches,110,110,8.0
Cheeseburger,Car's Late Night Delivery,20,20,5.0
Ribollita,Lime Ricky World,40,40,7.0
Curry fish head,A&W/Long John Silvers,70,70,8.5
Goi cuon,Taco del Mar,30,30,5.5
Cha ca,Chick-fil-a Truett's Luau,30,30,5.5
Bun bo hue,Taco Cabana,60,60,10.5
Sashimi,Checker's,110,110,10.5
Green curry chicken,A&W All-American Foods,80,80,11.5
Gado gado,P. Terry's,110,110,3.0
Enchiladas,Woody's Sloppy Dogs,40,40,7.5
Ga tan,Braum's,80,80,5.0
Sundubu jjigae,Arctic Circle,30,30,11.0
Isaan soup,Hegenburgers,50,50,8.0
Fish stew,Luna Corner Pizza,110,110,4.0
Dim sum,Vista Drive In,30,30,9.5
Chocolate chip cookie,Tom's Grill,70,70,8.5
Vegetable fried rice,Pizza One,40,40,8.5
Sundubu jjigae,7-11,20,20,4.0
Cha ca,Lee's Oriental Martial Arts,20,20,3.0
Pozole,Everest,20,20,10.5
Ossobuco,Crispy Chicken & Seafood,100,100,6.0
Macaroni and Cheese,Cafe Rio,110,110,5.0
Murg makhani,Runza,70,70,9.0
Korma,Carl's / Green Burrito,70,70,3.0
Tandoori chicken,Bush's Chicken,110,110,6.0
Isaan soup,Ll Hawaiian Barbecue,110,110,4.0
Sour soup,China King Restaurant,40,40,9.5
Coconut milk curry,Popeyes Chicken and Biscuits,40,40,4.5
Pozole,Mr Hero,90,90,4.0
Papdi chaat,Sarku Japan,20,20,4.0
Curry fish head,Original Tracks,60,60,7.5
Ayam goreng,Quiznos,70,70,11.0
Wanton mee,Cousins Subs,100,100,10.0
Enchiladas,Port of Subs,80,80,11.5
Tom yum goong,Tellers Tap Room & Kitchen,70,70,9.0
Spaghetti Carbonara,Dairy Queen Grill & Chill / Orange Julius,20,20,10.5
Spaghetti Aglio Olio,Waffle House,70,70,5.0
Papdi chaat,Yum Brands Inc,30,30,7.0
Vegetable fried rice,Shloma Inc,40,40,5.5
Chicken tikka masala,Carl's Jr,30,30,8.0
Polenta,B Z Breakfast Burgers Beyond,70,70,10.5
Chicken rice,Boston Chowda Company,30,30,12.0
Pho,Fazoli's,60,60,4.0
Chocolate chip cookie,Hardees,110,110,11.0
Chicken tikka masala,Madison Street Subs,60,60,7.5
Guacamole,Dunkin Donuts,40,40,6.0
Bak chor mee,Pizza Primetime,30,30,6.5
Enchiladas,Granny's Drive-In,40,40,5.0
Chilaquiles,Captain D's,90,90,6.5
Pork bulgogi,Kennedy Fried Chicken & Pizza,50,50,4.5
Chilaquiles,Frisch's Big Boy,100,100,7.5
Macaroni and Cheese,Chick-fil-A,80,80,3.0
Boiled vegetable soup,Checker's,100,100,8.5
Nasi goreng,Good Times Burgers & Frozen Custard,20,20,10.5
Steak,Noodles & Company,90,90,6.0
Cantonese chicken soup,The Great Steak & Potato Co.,50,50,7.5
Cheeseburger,Round Table Pizza,70,70,12.0
Tacos al pastor,Flip Burger Bar,70,70,6.5
Wanton mee,Smoothie King,100,100,5.5
Goi cuon,Mazatlan Mexican Restaurant,40,40,4.5
Curry fish head,Cookout,30,30,3.5
Spring rolls,Froots,60,60,11.5
Rawon,Pita Pit,30,30,6.5
Ramen,Fazoli's,30,30,7.5
French fries,China Buddha Inn II,60,60,5.0
Szechwan chilli chicken,Baskin-Robbins,30,30,12.0
Szechwan chilli chicken,Sconecutter,20,20,10.0
Cha ca,Carls Jr,80,80,11.0
Chocolate chip cookie,Checker's,20,20,3.0
Kaya toast,Tellers Tap Room & Kitchen,70,70,10.0
Cha ca,Burger King,50,50,4.5
Cheeseburger,Mariu Kebabberia Gastronomica,50,50,3.5
Tofu,The Biscuit Factory,70,70,10.0
Ayam goreng,Great Steak And Potato Co,20,20,8.5
Curry fish head,D'angelo Grilled Sandwiches,100,100,7.5
Sour soup,Chick-fil-a Truett's Luau,30,30,10.0
Kimchi stew,Sarku Japan,30,30,6.5
Cao lau,OMG! Rotisserie,70,70,5.0
Kaya toast,Windmill Gourmet Fast Foods,20,20,11.0
Tamales,Frisch's Big Boy,70,70,4.5
Sichuan pork,Spangles,60,60,8.0
Pork bulgogi,A&W Restaurant,90,90,5.0
Bak chor mee,Crystal Restaurant,40,40,5.5
Risotto,Paesano's,60,60,7.5
Boiled vegetable soup,Shoney's on the Go,20,20,3.0
Paratha,Charlie Browns,90,90,4.5
Pork bulgogi,Panda Express,90,90,3.0
Cha ca,Taqueria,20,20,9.0
Ribollita,Dewey's Pizza,60,60,9.0
Fish stew,Vista Drive In,20,20,4.5
Cantonese chicken soup,Rallys,70,70,7.5
Bhajji,Long John Silvers / A&W,90,90,6.5
Ossobuco,Rally's Springfield,50,50,8.5
Hash browns,Kum & Go,50,50,4.5
